Product Name;Lighting Type;Space Type;ATEX Certified;Power (W);Lumen Output;Image URL;Product Link
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;2100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW3M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;2100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW3M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;21 W;2800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW4M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;21 W;2800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW4M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;21 W;2800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW4M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;3500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW5M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;3500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW5M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;3500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW5M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;4200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW6M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;4200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW6M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;4200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UB0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UB30MW6M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN0M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN3M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN3M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN3M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN4M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN5M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2850 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN6M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;27 W;3300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;45 W;5400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;45 W;5400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;45 W;5400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN7M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;3750 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;3750 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;31 W;3750 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;51 W;6150 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;51 W;6150 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;51 W;6150 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN8M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;34 W;4250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;34 W;4250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;34 W;4250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;57 W;6900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;57 W;6900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;57 W;6900 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MN9M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;38 W;4500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;63 W;7350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW0M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW3M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW3M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW3M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;16 W;1800 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;2950 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;2950 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;26 W;2950 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW4M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;20 W;2250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;33 W;3700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW5M0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6L0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6L0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;24 W;2700 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6L0D0X2
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X0.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6M0D0X0
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X1.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6M0D0X1
Architectural light line luminaire.;Recessed luminaires;Schools;;39 W;4400 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Ley/V3U/V3UD0M0X2.jpg;https://www.etaplighting.com/en/series/ley-v3/V3UDJ0MW6M0D0X2
